epoch,train_loss,test_loss
0,0.4366603498832946,0.2976699689466633
1,0.26411913555372585,0.2389813158847765
2,0.21051444858910567,0.20910684371699312
3,0.1782678645134068,0.1959682974464191
4,0.16054774413294912,0.1892348952471971
5,0.14955256702632524,0.18685377852054302
6,0.14283114813423653,0.18537979122094497
7,0.13713313771313113,0.18633736492338066
8,0.13447279292629677,0.1861823077550632
9,0.1316666402891398,0.1869552546443944
10,0.12938192990245254,0.18829552199176414
11,0.12705625143099464,0.18862823120697228
12,0.1253433877940067,0.19034668210453404
13,0.12433157174176811,0.19115172701333472
14,0.12262595396183945,0.1906810877602062
15,0.1215006567262723,0.1914304237222982
16,0.12096566569963006,0.1920704755760386
17,0.1196800424369055,0.19327583468569542
18,0.1189791587514752,0.19324332136728004
19,0.11859746654645015,0.1947888838638643
20,0.11750848301018127,0.19421794212503518
21,0.11636671168284182,0.19645707012118702
22,0.1162140839277239,0.1957120951153114
23,0.1150350658937595,0.19678654674000157
24,0.1141743537645494,0.19660253851918993
25,0.11436606582140559,0.1969023363623686
26,0.11371538655333113,0.19853634137906626
27,0.11291098988870604,0.1991648150753521
28,0.11215527799207699,0.19949329778820815
29,0.11155491949389441,0.2008656942787653
30,0.11136198440121178,0.20040734836417354
31,0.11070267143651819,0.20184407871447965
32,0.11006999894061738,0.20118994383003286
33,0.10949007201981678,0.2027756762289571
34,0.10914617770592148,0.20324724631193644
35,0.10855048102136838,0.20360479828619765
36,0.1079593753340515,0.2039265367006491
37,0.1077648348669801,0.20423981825072685
38,0.10726943509997038,0.2049711349313866
39,0.10661927564592844,0.20458719262737549
40,0.10690068781680845,0.20572190265915916
41,0.10640814965276905,0.2070777747100723
42,0.1053561686955237,0.20728856561059703
43,0.10526559695924362,0.2086011078022047
44,0.1049992966153218,0.20900482791877223
45,0.10427091707046447,0.2089606759274651
46,0.10461166712125079,0.20871184018248307
47,0.10405041395954154,0.2114404837240676
48,0.1034816222842394,0.21021649477357615
49,0.10352017810003142,0.21245025774699175
