epoch,train_reward
0,0.7156668066978454
1,0.8177274131774902
2,0.8473885703086853
3,0.8737705981731415
4,0.8851520717144012
5,0.8788262856006622
6,0.9152692461013794
7,0.9320949172973633
8,0.9056065607070923
9,0.910622626543045
10,0.9467982482910157
11,0.9272300100326538
12,0.9258531761169434
13,0.9219769775867462
14,0.9284786212444306
15,0.9331192779541015
16,0.9394142198562622
17,0.953244891166687
18,0.8867626857757568
19,0.9438774228096009
