epoch,train_loss,test_loss
0,1.3780449159371815,1.1378532829931227
1,0.9535641630787478,0.7382078292006153
2,0.6612527356776254,0.5353958702693551
3,0.5076424124210341,0.43493809285810436
4,0.4328904307766429,0.38655516176910726
5,0.3934739963921819,0.3600261969081426
6,0.37089713630261517,0.343259497719296
7,0.35533637508129745,0.33209463221541907
8,0.34459125318165906,0.32628595147092465
9,0.33510599624894344,0.31993887889183176
10,0.3286102780060427,0.31409033501552325
11,0.3232281521805577,0.30733995568954336
12,0.31756090523084685,0.30337208762007245
13,0.3131031418495524,0.30026931454569605
14,0.30878047877276593,0.2968882249068406
15,0.3037466420657861,0.29547563473046834
16,0.30065159731829816,0.29256512603517304
17,0.2971440720647224,0.28988342037645437
18,0.2937741966375419,0.2885796463085433
19,0.2904117739219676,0.28609798090942834
20,0.2876202166716597,0.28410631696046407
21,0.28432924127884074,0.2828721075744952
22,0.28194559164337313,0.28164898743063715
23,0.2791942942613217,0.2792907084448863
24,0.2779538355123653,0.2769084526068073
25,0.2748558771187239,0.27664583971944906
26,0.27300102012420796,0.27547174818434955
27,0.2705744002630642,0.2734192945694519
28,0.26830582130648667,0.2729487162777933
29,0.2663163967040967,0.2722284864571135
30,0.26419373441054195,0.2697107217321962
31,0.26244931917721076,0.26877646009295675
32,0.2613065450143153,0.2673981730210579
33,0.25864628850300514,0.26651926616490895
34,0.2571638126160826,0.2656572829868834
35,0.25583206575956263,0.26379027710122577
36,0.2535272313077142,0.262065118399717
37,0.2519427630791924,0.26253181178185897
38,0.2507554442565113,0.26017400597111656
39,0.2499032321375106,0.260993928348614
40,0.24790380045119573,0.2605040548211437
41,0.24686912277846607,0.2556395448618016
42,0.2435947356620364,0.25597467260845636
43,0.2435944389031053,0.25518488176798415
44,0.24203053756896306,0.2557905927553015
45,0.24085491078258706,0.25408961548138476
46,0.23867836006168622,0.2529871779478202
47,0.23676604464284384,0.25194598203998503
48,0.2364053475325619,0.2499959806011895
49,0.23420642449131898,0.24876475207886453
