epoch,train_acc,test_acc
0,0.28785806697104505,0.36558264190867795
1,0.45348691380520134,0.5300265368768724
2,0.5830614450392626,0.6261034537169893
3,0.6569997728061778,0.6829532778869241
4,0.7027098762314755,0.7197413767798472
5,0.7333961281857851,0.7454410427707737
6,0.7555006111444251,0.7645114922927598
7,0.7722528200266583,0.7792878393399514
8,0.7854788824995401,0.7911307862249471
9,0.7962665738520016,0.800963776596522
10,0.8052301645406155,0.8091623055732856
11,0.8127813242542833,0.8161500934827126
12,0.8192411232401747,0.8221590215876952
13,0.8248531523229219,0.8273995104482619
14,0.8297779399786331,0.8320221537250584
15,0.8341509225274354,0.8361788200119794
16,0.8380822862479578,0.8398907760442313
17,0.8416087642041697,0.8432479430053194
18,0.8448112105738009,0.8463058310039973
19,0.84775918213255,0.849135524135525
20,0.8504710005339844,0.851745656991409
21,0.8529616259078205,0.8541335594856133
22,0.8552556718553525,0.8563286348924799
23,0.8573786697749013,0.8583765332981691
24,0.8593524077404271,0.8602961251291178
25,0.8612237832207817,0.8621148184194403
26,0.8629861767289478,0.863824846380848
27,0.8646435244615203,0.8654285699634229
28,0.8661980272738885,0.8669353784140894
29,0.867670237445526,0.8683749497947046
30,0.8690739202143162,0.869744711003061
31,0.8704018848555574,0.8710393784409862
32,0.8716678310865527,0.8722735784821591
33,0.8728763465565831,0.8734553537126315
34,0.8740218583267806,0.8745640566793539
35,0.8751091635850603,0.8756335549435373
36,0.8761571343578677,0.8766629382715387
37,0.8771736564605697,0.8776518419637518
38,0.8781349473854521,0.8785955138125662
39,0.8790605732954426,0.8795043482618817
40,0.8799542899828965,0.8803918715250694
41,0.8808205655697443,0.881231343342086
42,0.8816523176628853,0.8820550360922086
43,0.8824569096941831,0.8828432246790094
44,0.8832276841365159,0.8835939350774733
45,0.8839660136142433,0.8843212804551852
46,0.884689837662362,0.8850467073715339
47,0.8853988329399866,0.8857383707822379
48,0.8860847021879483,0.8864170373496363
49,0.8867565427798472,0.8870788196385917
