epoch,train_acc
0,0.27613029857673266
1,0.28047648514851486
2,0.2810965056466584
3,0.28344484839108913
4,0.2845773224783416
5,0.2856711208230198
6,0.2872979192450495
7,0.2878285020884901
8,0.2889404296875
9,0.28860926864170794
10,0.2891555635055693
11,0.28987831644492573
12,0.2908657564975248
13,0.289906114634901
14,0.2910252939356436
15,0.29222907642326734
16,0.29296270691522275
17,0.2907799446936881
18,0.2926315458694307
19,0.29371567527846537
