epoch,train_loss,test_loss
0,0.3971761617762782,0.005148230770299601
1,0.012948875517026014,0.0010906827025965592
2,0.004249176155759582,0.0006624213612616755
3,0.00247686475148654,0.0004908753851909857
4,0.001747460957717244,0.000368103176841159
5,0.0013344766636684147,0.0002955550187462629
