epoch,train_acc,test_acc
0,0.787338800635667,0.8279912131886149
1,0.8393348093857034,0.8478857432409774
2,0.8537455372856606,0.8588377959229225
3,0.8628787213506116,0.866514971533487
4,0.8695663862342639,0.8723779495372329
5,0.8748318041996214,0.8771301487989204
6,0.879169970352991,0.8810621830474499
7,0.8827700795885228,0.884397135446238
8,0.885888265244157,0.8873114233238752
9,0.8886185846530025,0.8898676388762718
10,0.8910352104470448,0.8921679464606351
11,0.8932462225012009,0.8942578723818757
12,0.8952231902703516,0.8961573233160862
13,0.8970378636769819,0.89789212570634
14,0.8987030421606282,0.8994989118465158
15,0.900256520445117,0.9010075794818789
16,0.9017130984895514,0.90240222686945
17,0.9030597093033232,0.9037066339337548
18,0.904324975805288,0.9049326685971992
19,0.9055162820962926,0.9060917904210645
20,0.9066460041202822,0.9071943941781687
21,0.9077132744851686,0.9082234550631324
22,0.9087216960996203,0.9092182120611502
23,0.9096952036796674,0.9101618645357531
24,0.9106061835664379,0.9110563210553901
25,0.9114861466513317,0.9119163649581199
26,0.9123323224166157,0.9127405434985494
27,0.9131363646207505,0.9135334208954212
28,0.9139192510113605,0.9143035954098369
29,0.914669101311694,0.915034220662228
30,0.9153842995728484,0.9157311469455098
31,0.9160689900075104,0.9164055320273998
32,0.9167350400602621,0.9170620367138885
33,0.9173794200062684,0.917689288882322
34,0.9179983075319259,0.9183038392177848
35,0.9186038327094697,0.9189043247422507
36,0.919190479290533,0.9194765245637229
37,0.9197581383954846,0.9200385665893555
38,0.9203084243751565,0.9205791735649109
39,0.920839822543939,0.9210993385869404
40,0.9213571129223311,0.9216158855793088
41,0.9218615192926345,0.9221060748432958
42,0.9223454227327824,0.9225837326049805
43,0.9228159125981437,0.9230484551052714
44,0.9232780879725746,0.9235032899989638
45,0.9237259414151132,0.9239488205798837
46,0.9241687426550756,0.9243837923781817
47,0.9245949316827216,0.9248036399552988
48,0.925010949097833,0.9252162723763044
49,0.9254173353951928,0.9256188517393068
