epoch,train_loss,test_loss
0,1.4049681591666507,1.230050435433021
1,1.1294767911787387,0.984550539117593
2,0.9443621946505023,0.8352561936928675
3,0.8304113994543801,0.7429860497896488
4,0.7564662616662304,0.6856791147818933
5,0.7047675522890958,0.6433461239704719
6,0.6684864153866014,0.6165841141572366
7,0.6420079582066648,0.5923804337015519
8,0.6203072905440121,0.5759038707384696
9,0.6049135897797767,0.5645526934128541
10,0.5915279594134,0.554890116246847
11,0.5817042655916728,0.543833800806449
12,0.5729012822964376,0.5357161353413875
13,0.5653300381670094,0.5302700159641413
14,0.5580178880530977,0.5282094610425142
15,0.5500705099667764,0.5217596132021683
16,0.5458079238331278,0.5158462341015155
17,0.5426158376213678,0.5116744941243758
18,0.5378092455141472,0.5086805293193231
19,0.5328935464524259,0.5054235051457698
20,0.5304078630827092,0.5018125268129202
21,0.5280953928677723,0.501261874460257
22,0.5252400532314673,0.49829817563295364
23,0.5211007607605321,0.4944857851817058
24,0.5197376426723268,0.4915964167851668
25,0.5174678054823217,0.4918566386287029
26,0.5136338847654837,0.49000518253216374
27,0.512147965254607,0.4861144692851947
28,0.5107184980654155,0.48512943432881284
29,0.509171450027713,0.4826691740980515
30,0.5060138743533831,0.48364362636437785
31,0.5049030707540737,0.48340593450344527
32,0.5015142694466844,0.4815877624429189
33,0.5009401283079526,0.4802163982620606
34,0.49998917237476065,0.4789086545889194
35,0.49921124822362906,0.4780423996540216
36,0.4955851268085968,0.47540840391929334
37,0.49621631486046597,0.47571332580768144
38,0.49318233684257223,0.4756760591497788
39,0.49252997619736477,0.47487975656986237
40,0.49016988884519647,0.47382781024162585
41,0.4903012868832258,0.47030666585151965
42,0.4886610845122675,0.47121002811651963
43,0.4861219215272653,0.4666182023401444
44,0.4859540004922886,0.46911649119395477
45,0.4847276348256904,0.4674080421145146
46,0.48355232530370706,0.46757995050687057
47,0.48173029234112313,0.4696441808572182
48,0.48129223934327714,0.4682460192304391
49,0.48007849842209604,0.46666468049471194
