epoch,train_loss
0,3.5325140669794366
1,3.477179811732604
2,3.461455672094137
3,3.445571744796073
4,3.433481221151824
5,3.415505345505063
6,3.4109659702470987
7,3.401488215616434
8,3.39518941274964
9,3.3845841931824636
10,3.3798717779688316
11,3.37707261519857
12,3.3723257319761974
13,3.365282910885197
14,3.3683878820721467
15,3.3595001803766382
16,3.3538554906845093
17,3.349584664448653
18,3.3463021528602828
19,3.343785546793796
