epoch,train_reward
0,0.9201002323627472
1,0.9310010707378388
2,0.9261564016342163
3,0.9287006044387818
4,0.925559573173523
5,0.925418016910553
6,0.9246227192878723
7,0.9248680150508881
8,0.9254882442951202
9,0.9232344734668732
10,0.9266491210460663
11,0.9245496094226837
12,0.9249768090248108
13,0.9228891062736512
14,0.9246269524097442
15,0.9218483006954193
16,0.9245364391803741
17,0.9222619414329529
18,0.9202778816223145
19,0.9207835793495178
