epoch,train_reward
0,0.6857982959447955
1,0.739410897006903
2,0.7441804673639648
3,0.7612922945364708
4,0.7627921160561086
5,0.7766115499718842
6,0.7805680301157348
7,0.7730295374789046
8,0.7868389284129634
9,0.7943783346312998
10,0.7916177350843968
11,0.7935592617689227
12,0.8051216059736073
13,0.7969586066066416
14,0.814587927452652
15,0.8117410380209508
16,0.8087334560706476
17,0.8156754452016856
18,0.8132451705868469
19,0.8179787397384644
