epoch,train_loss
0,2.5683353996276854
1,2.5066052532196044
2,2.7288359928131105
3,2.9333694696426393
4,3.132767205238342
5,3.2503796100616453
6,3.442778811454773
7,3.477958755493164
8,3.583810248374939
9,3.661758680343628
10,3.643119068145752
11,3.824938063621521
12,3.7695537185668946
13,3.7859929752349855
14,3.8286622047424315
15,3.893756670951843
16,3.8596207094192505
17,4.006901602745057
18,3.9549623012542723
19,4.100511817932129
